Stock.Name,Jurisdiction,FMP,Science.Center,Regional.Ecosystem,Common.Name,Stock.Area,Assessment.Level,Model.Category,F.Flimit,F.Fmsy,B.Blimit,B.Bmsy,Genus,Species,overfishing,overfished,scientific_name,Mean.Gap,Exposure,Sensitivity,Loo,tmax,tm,M,h,r,Fmsy_over_M,Assessment.Level_scored,Model.Category_scored,status,scored_gap,avg_p_score,avg_s_score,distance,family,phylopic_uuid
Rougheye rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Rougheye rockfish,Pacific Coast,2,NA,1.325999975,NA,NA,NA,Sebastes,aleutianus,Unknown,Unknown,Sebastes aleutianus,NA,1,2,3,1,1,1,2,1,3,3,3,NA,NA,1.571428571,2.333333333,1.954122336,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Greenstriped rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Greenstriped rockfish,Pacific Coast,4,NA,0.016000001,0.016000001,3.236000061,2.023000002,Sebastes,elongatus,Unknown,Unknown,Sebastes elongatus,NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Splitnose rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Splitnose rockfish,Pacific Coast,4,NA,0.129999995,0.129999995,2.621999979,1.639000058,Sebastes,diploproa,Unknown,Unknown,Sebastes diploproa,0,NA,NA,3,1,1,1,2,1,3,1,1,NA,1,1.5,1.666666667,1.6414763,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Finetooth shark - Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Finetooth shark,Atlantic,3,NA,0.100000001,0.100000001,1.700999975,1.299999952,Carcharhinus,isodon,Unknown,Unknown,Carcharhinus isodon,NA,2,3,2,2,1,2,1,1,1,2,2,NA,NA,1.714285714,1.666666667,1.448276793,Carcharhinidae,07eeaf0e-0284-4c1d-8415-ddd65a736232
Rougheye rockfish - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Rougheye rockfish,Gulf of Alaska,4,NA,0.296999991,0.296999991,NA,1.60800004,Sebastes,aleutianus,Unknown,Unknown,Sebastes aleutianus,NA,1,2,3,1,1,1,2,1,3,1,1,NA,NA,1.571428571,1.666666667,1.576470986,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Shortbelly rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Shortbelly rockfish,Pacific Coast,4,NA,0,0,2.667000055,1.667000055,Sebastes,jordani,Unknown,Unknown,Sebastes jordani,0.25,NA,NA,3,2,1,1,2,1,3,1,1,NA,1,1.666666667,1.666666667,1.490711985,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Starry flounder - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Starry flounder,Pacific Coast,4,NA,NA,NA,1.991999984,1.246000051,Platichthys,stellatus,Unknown,Unknown,Platichthys stellatus,0,1,3,3,2,2,2,3,2,3,1,1,NA,1,2.428571429,1.5,0.759296129,Pleuronectidae,1ca7e4f6-59f0-4dc8-93fa-81bcfd786423
Aleutian Islands Blackspotted and Rougheye rockfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Rougheye rockfish,Aleutian Islands,4,NA,NA,NA,NA,1.110999942,Sebastes,aleutianus,Unknown,Unknown,Sebastes aleutianus,NA,1,2,3,1,1,1,2,1,3,1,1,NA,NA,1.571428571,1.666666667,1.576470986,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Atlantic Small Coastal Shark Complex,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Blacknose shark,,3,NA,0.25,0.25,2.349999905,1.690000057,Carcharhinus,acronotus,Unknown,Unknown,Carcharhinus acronotus,NA,2,3,1,2,1,2,1,1,1,2,2,NA,NA,1.571428571,1.666666667,1.576470986,Carcharhinidae,07eeaf0e-0284-4c1d-8415-ddd65a736232
Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Rougheye rockfish,,NA,6,0.524999976,0.524999976,NA,1.090999961,Sebastes,aleutianus,Unknown,Unknown,Sebastes aleutianus,0.5,1,2,3,1,1,1,2,1,3,NA,1,NA,1,1.571428571,1.5,1.513544293,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Alaska skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,parmifera,Unknown,Unknown,Bathyraja parmifera,NA,1,3,2,2,1,1,2,1,2,NA,3,NA,NA,1.714285714,2,1.628822036,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Sculpin Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Bigmouth sculpin,,NA,2,0.086000003,0.086000003,NA,NA,Hemitripterus,bolini,Unknown,Unknown,Hemitripterus bolini,NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.833333333,3,2.00693243,Hemitripteridae,89c55dac-4e73-4cea-bf57-9b561b3f3322
California Blue and Deacon Rockfish Complex,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Blue rockfish,,NA,6,0.851999998,0.851999998,1.659000039,1.036999941,Sebastes,mystinus,Unknown,Unknown,Sebastes mystinus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Caribbean Parrotfishes Complex,CFMC,Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands,SEFSC,Caribbean Sea,Blue parrotfish,,0,NA,NA,NA,NA,NA,Scarus,coeruleus,Unknown,Unknown,Scarus coeruleus,NA,NA,NA,3,2,2,2,2,2,3,NA,NA,NA,NA,2.166666667,3,2.166666667,Scaridae,c64c0819-e807-4c9c-b98b-d00c37df211e
Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Rougheye rockfish,Eastern Bering Sea,1,2,1.536999941,1.536999941,NA,NA,Sebastes,aleutianus,Unknown,Unknown,Sebastes aleutianus,NA,1,2,3,1,1,1,2,1,3,NA,3,NA,NA,1.571428571,2.333333333,1.954122336,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Rougheye rockfish,,NA,6,0.481000006,0.289000005,NA,1.730999947,Sebastes,aleutianus,Unknown,Unknown,Sebastes aleutianus,0.25,1,2,3,1,1,1,2,1,3,NA,1,NA,1,1.571428571,1.5,1.513544293,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Aurora rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,aurora,Unknown,Unknown,Sebastes aurora,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Skate Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Alaska skate,,NA,2,0.899999976,0.899999976,NA,NA,Bathyraja,parmifera,Unknown,Unknown,Bathyraja parmifera,NA,1,3,2,2,1,1,2,1,2,NA,3,NA,NA,1.714285714,2,1.628822036,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Northern California Gopher / Black-and-Yellow Rockfish Complex,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Gopher rockfish,Northern California,NA,6,0.796000004,0.796000004,3.502000093,2.188999891,Sebastes,carnatus,Unknown,No,Sebastes carnatus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,2,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Oregon Blue and Deacon Rockfish Complex,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Blue rockfish,,4,NA,0.345999986,0.345999986,2.743000031,1.713999987,Sebastes,mystinus,Unknown,Unknown,Sebastes mystinus,NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Pacific Coast Blackspotted and Rougheye Rockfish Complex,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Blackspotted rockfish,,NA,6,1.016000032,1.016000032,4.322000027,2.700999975,Sebastes,melanostictus,Unknown,Unknown,Sebastes melanostictus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Vermilion rockfish and Sunset rockfish Complex - Northern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Vermilion rockfish,Northern California,NA,6,0.99000001,0.99000001,1.710999966,1.067999959,Sebastes,miniatus,Unknown,Unknown,Sebastes miniatus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Vermilion rockfish and Sunset rockfish Complex - Southern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Vermilion rockfish,Southern California,NA,6,0.745999992,0.745999992,1.927000046,1.205000043,Sebastes,miniatus,Unknown,Unknown,Sebastes miniatus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Aleutian Islands Blackspotted and Rougheye rockfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Blackspotted rockfish,Aleutian Islands,4,NA,NA,NA,NA,1.110999942,Sebastes,melanostictus,Unknown,Unknown,Sebastes melanostictus,NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Bluestripe snapper,,3,3,2.75,1.399999976,0.537,0.379999995,Lutjanus,kasmira,Unknown,Unknown,Lutjanus kasmira,3,1,3,3,2,2,2,2,2,3,2,2,NA,3,2.285714286,2.25,1.439688884,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Atlantic Small Coastal Shark Complex,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Finetooth shark,,3,NA,0.25,0.25,2.349999905,1.690000057,Carcharhinus,isodon,Unknown,Unknown,Carcharhinus isodon,NA,2,3,2,2,1,2,1,1,1,2,2,NA,NA,1.714285714,1.666666667,1.448276793,Carcharhinidae,07eeaf0e-0284-4c1d-8415-ddd65a736232
Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Blackspotted rockfish,,NA,6,0.524999976,0.524999976,NA,1.090999961,Sebastes,melanostictus,Unknown,Unknown,Sebastes melanostictus,0.5,NA,NA,3,1,1,1,2,1,3,NA,1,NA,1,1.5,1.666666667,1.6414763,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Bering Sea / Aleutian Islands Other Flatfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Dover sole,,NA,2,0.166999996,0.166999996,NA,NA,Microstomus,pacificus,Unknown,Unknown,Microstomus pacificus,NA,NA,NA,3,1,1,1,3,2,3,NA,3,NA,NA,1.833333333,3,2.315407332,Pleuronectidae,cc3fd27a-ee4e-450e-9c43-ccf15edee7f8
Bering Sea / Aleutian Islands Other Flatfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Pacific sanddab,,NA,2,0.166999996,0.166999996,NA,NA,Citharichthys,sordidus,Unknown,Unknown,Citharichthys sordidus,NA,NA,NA,3,3,3,3,3,3,3,NA,3,NA,NA,3,3,2,Paralichthyidae,595041dd-80b4-4a31-854b-2776fa6fce62
Bering Sea / Aleutian Islands Other Flatfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Starry flounder,,NA,2,0.166999996,0.166999996,NA,NA,Platichthys,stellatus,Unknown,Unknown,Platichthys stellatus,NA,1,3,3,2,2,2,3,2,3,NA,3,NA,NA,2.428571429,2.333333333,1.450623449,Pleuronectidae,1ca7e4f6-59f0-4dc8-93fa-81bcfd786423
Bering Sea / Aleutian Islands Other Rockfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Dusky rockfish,,NA,2,0.593999982,0.593999982,NA,NA,Sebastes,variabilis,Unknown,Unknown,Sebastes variabilis,2,NA,NA,3,1,1,1,2,1,3,NA,3,NA,2,1.5,2.666666667,2.242270675,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Aleutian skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,aleutica,Unknown,Unknown,Bathyraja aleutica,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Bering skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,interrupta,Unknown,Unknown,Bathyraja interrupta,NA,NA,NA,3,2,1,2,2,2,2,NA,3,NA,NA,2,2.5,1.802775638,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Whiteblotched skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,maculata,Unknown,Unknown,Bathyraja maculata,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Mud skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,taranetzi,Unknown,Unknown,Bathyraja taranetzi,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Longnose skate,,NA,2,0.25,0.25,NA,NA,Raja,rhina,Unknown,Unknown,Raja rhina,NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.802775638,Rajidae,99c4dce9-a6dd-44da-8311-59397d03df1b
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Commander skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,lindbergi,Unknown,Unknown,Bathyraja lindbergi,NA,1,3,2,2,1,1,2,1,2,NA,3,NA,NA,1.714285714,2,1.628822036,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Butterfly skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,mariposa,Unknown,Unknown,Bathyraja mariposa,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,whitebrow skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,minispinosa,Unknown,Unknown,Bathyraja minispinosa,NA,NA,NA,2,1,1,1,2,1,2,NA,3,NA,NA,1.333333333,2.5,2.242270675,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Roughtail skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,trachura,Unknown,Unknown,Bathyraja trachura,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Okhotsk skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,violacea,Unknown,Unknown,Bathyraja violacea,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Roughshoulder skate,,NA,2,0.25,0.25,NA,NA,Amblyraja,badia,Unknown,Unknown,Amblyraja badia,NA,NA,NA,2,2,1,2,1,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Rajidae,0596f8ce-e9a5-4481-9982-ad7599fc2cba
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Deepsea skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,abyssicola,Unknown,Unknown,Bathyraja abyssicola,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Leopard skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,panthera,Unknown,Unknown,Bathyraja panthera,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Other Skates Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Pacific white skate,,NA,2,0.25,0.25,NA,NA,Bathyraja,spinosissima,Unknown,Unknown,Bathyraja spinosissima,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Bering Sea / Aleutian Islands Sculpin Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Great sculpin,,NA,2,0.086000003,0.086000003,NA,NA,Myoxocephalus,polyacanthocephalus,Unknown,Unknown,Myoxocephalus polyacanthocephalus,NA,NA,NA,2,2,1,2,3,2,3,NA,3,NA,NA,2,3,2.236067977,Cottidae,d5217539-487c-45ce-be0a-522d448e6796
Bering Sea / Aleutian Islands Sculpin Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Plain sculpin,,NA,2,0.086000003,0.086000003,NA,NA,Myoxocephalus,jaok,Unknown,Unknown,Myoxocephalus jaok,NA,1,2,2,2,1,2,3,2,3,NA,3,NA,NA,2,2.333333333,1.666666667,Cottidae,d5217539-487c-45ce-be0a-522d448e6796
Bering Sea / Aleutian Islands Sculpin Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Warty sculpin,,NA,2,0.086000003,0.086000003,NA,NA,Myoxocephalus,scorpius,Unknown,Unknown,Myoxocephalus scorpius,NA,NA,NA,3,3,3,3,3,3,3,NA,3,NA,NA,3,3,2,Cottidae,d5217539-487c-45ce-be0a-522d448e6796
Bering Sea / Aleutian Islands Shark Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Pacific sleeper shark,,0,NA,NA,NA,NA,NA,Somniosus,pacificus,Unknown,Unknown,Somniosus pacificus,NA,1,3,2,2,1,1,1,1,1,NA,NA,NA,NA,1.571428571,1,1.428571429,Somniosidae,50f67ea6-a922-4ede-a054-af9632cff470
Bering Sea / Aleutian Islands Shark Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Salmon shark,,0,NA,NA,NA,NA,NA,Lamna,ditropis,Unknown,Unknown,Lamna ditropis,NA,1,3,1,2,1,1,1,1,1,NA,NA,NA,NA,1.428571429,1,1.571428571,Lamnidae,acbadb56-3f1a-4d4c-8924-a824251711ef
Caribbean Parrotfishes Complex,CFMC,Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands,SEFSC,Caribbean Sea,Midnight parrotfish,,0,NA,NA,NA,NA,NA,Scarus,coelestinus,Unknown,Unknown,Scarus coelestinus,NA,NA,NA,3,2,2,2,2,2,3,NA,NA,NA,NA,2.166666667,3,2.166666667,Scaridae,c64c0819-e807-4c9c-b98b-d00c37df211e
Caribbean Parrotfishes Complex,CFMC,Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands,SEFSC,Caribbean Sea,Rainbow parrotfish,,0,NA,NA,NA,NA,NA,Scarus,guacamaia,Unknown,Unknown,Scarus guacamaia,NA,NA,NA,3,2,2,2,2,2,3,NA,NA,NA,NA,2.166666667,3,2.166666667,Scaridae,c64c0819-e807-4c9c-b98b-d00c37df211e
Caribbean Parrotfishes Complex,CFMC,Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands,SEFSC,Caribbean Sea,Princess parrotfish,,0,NA,NA,NA,NA,NA,Scarus,taeniopterus,Unknown,Unknown,Scarus taeniopterus,NA,NA,NA,3,2,2,2,2,2,3,NA,NA,NA,NA,2.166666667,3,2.166666667,Scaridae,c64c0819-e807-4c9c-b98b-d00c37df211e
Caribbean Parrotfishes Complex,CFMC,Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands,SEFSC,Caribbean Sea,Striped parrotfish,,0,NA,NA,NA,NA,NA,Scarus,iseri,Unknown,Unknown,Scarus iseri,NA,NA,NA,3,3,3,3,2,3,3,NA,NA,NA,NA,2.833333333,3,2.00693243,Scaridae,c64c0819-e807-4c9c-b98b-d00c37df211e
Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Blackspotted rockfish,Eastern Bering Sea,1,2,1.536999941,1.536999941,NA,NA,Sebastes,melanostictus,Unknown,Unknown,Sebastes melanostictus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Guam Bottomfish Multi-species Complex,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Bluestripe snapper,,3,3,0.681999981,0.681999981,1.146999955,0.802999973,Lutjanus,kasmira,Unknown,Unknown,Lutjanus kasmira,3,1,3,3,2,2,2,2,2,3,2,2,NA,3,2.285714286,2.25,1.439688884,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Gulf Smoothhound Complex,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Florida smoothhound,,3,NA,NA,0.170000002,NA,1.766000032,Mustelus,norrisi,Unknown,Unknown,Mustelus norrisi,0.5,NA,NA,2,2,1,2,1,1,1,2,2,NA,1,1.5,1.333333333,1.536590743,Triakidae,91e0f5ab-be20-40db-b6de-dbc3699c367c
Gulf Smoothhound Complex,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Gulf smoothhound,,3,NA,NA,0.170000002,NA,1.766000032,Mustelus,sinusmexicanus,Unknown,Unknown,Mustelus sinusmexicanus,0.5,NA,NA,2,2,1,2,1,1,1,2,2,NA,1,1.5,1.333333333,1.536590743,Triakidae,91e0f5ab-be20-40db-b6de-dbc3699c367c
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Blackspotted rockfish,,NA,6,0.481000006,0.289000005,NA,1.730999947,Sebastes,melanostictus,Unknown,Unknown,Sebastes melanostictus,0.25,NA,NA,3,1,1,1,2,1,3,NA,1,NA,1,1.5,1.666666667,1.6414763,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Blackgill rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,melanostomus,Unknown,Unknown,Sebastes melanostomus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Bocaccio,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,paucispinis,Unknown,Unknown,Sebastes paucispinis,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Chilipepper,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,goodei,Unknown,Unknown,Sebastes goodei,NA,NA,NA,3,1,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Darkblotched rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,crameri,Unknown,Unknown,Sebastes crameri,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
